status,line,reason,raw_row
adjusted,1,"Invalid date -> today used","Date | Vehicle No | Bilty | Distribution | City | Bags | Amount | Company Rate | NPL Rate | Market rate | Date | Paid | Fuel Ltr | Fuel | To pay | Bilty Comm | Reciving Pay | Date |  |  | Payment | Detail | Final Balance | Fixed Cost | Dedicated Balance | ss |  | Fixed Cost | sdd | Ledger | "
adjusted,96,"Invalid freight -> 0 used","08-Jan-2026 | TAH-516 | 205 | SP Chaudary Mananwala | ALLAH Hoo F Chak 71 Choki Bhagat | 400 | Paid | 27,517 | 27,517 | 25,000 |  |  |  |  |  |  |  |  |  |  |  |  | 25,000 |  |  |  |  |  |  |  | "
adjusted,97,"Invalid freight -> 0 used","08-Jan-2026 | C-3373 | 206 | R CO Layer | 75 Lokri Nr 33 Phatak | 200 | Paid | 19,109 | 13,376 | 20,000 |  |  |  |  |  |  |  |  |  |  |  |  | 20,000 |  |  |  |  |  |  |  | "
adjusted,98,"Invalid freight -> 0 used","08-Jan-2026 | LRC-5655 | 207 | Malik Pf | Wadi Soon | 380 | To Pay | 24,077 | 68,791 | 73,000 |  |  |  |  |  |  |  |  |  |  |  |  | 73,000 |  |  |  |  |  |  |  | "
adjusted,99,"Invalid freight -> 0 used","08-Jan-2026 | K-1573 | 208 | Saproot Chiks | Rata Shareef Kalar Kahar | 380 | Paid | 62,083 | 62,081 | 55,000 |  |  |  |  |  |  |  |  |  |  |  |  | 55,000 |  |  |  |  |  |  |  | "
adjusted,100,"Invalid freight -> 0 used","08-Jan-2026 | TAD-716 | 209 | Alpa Eggs | Dhoori | 400 | Paid | 40,930 | 40,931 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,101,"Invalid freight -> 0 used","08-Jan-2026 | TAD-716 | 210 | Alpa Eggs | Dhoori | 400 | Paid | 40,930 | 40,931 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,102,"Invalid freight -> 0 used","08-Jan-2026 | E-7521 | 211 | SP Rana Quaidabad Pf | Noor Pur 4KM Quaidabad | 400 | Paid | 42,995 | 42,995 | 35,000 |  |  |  |  |  |  |  |  |  |  |  |  | 35,000 |  |  |  |  |  |  |  | "
adjusted,103,"Invalid freight -> 0 used","08-Jan-2026 | FDO-6861 | 212 | SP Ittefaq Pf | Musa F Phalia | 400 | Paid | 49,873 | 49,873 | 42,000 |  |  |  |  |  |  |  |  |  |  |  |  | 42,000 |  |  |  |  |  |  |  | "
adjusted,104,"Invalid freight -> 0 used","09-Jan-2026 | P-3501 | 213 | AL Noor Pf | Malik Qudus F Ahla Station Sar Sira | 400 | Paid | 34,051 | 34,051 | 42,000 |  |  |  |  |  |  |  |  |  |  |  |  | 42,000 |  |  |  |  |  |  |  | "
adjusted,105,"Invalid freight -> 0 used","09-Jan-2026 | E-3667 | 214 | R CO Layer | 75 Lokri Nr 33 Phatak | 400 | Paid | 34,396 | 34,397 | 24,500 |  |  |  |  |  |  |  |  |  |  |  |  | 24,500 |  |  |  |  |  |  |  | "
adjusted,106,"Invalid freight -> 0 used","09-Jan-2026 | TAB-782 | 215 | SP Chaudary Mananwala | ALLAH Hoo F Chak 71 Choki Bhagat | 400 | Paid | 27,517 | 34,397 | 25,000 |  |  |  |  |  |  |  |  |  |  |  |  | 25,000 |  |  |  |  |  |  |  | "
adjusted,107,"Invalid freight -> 0 used","09-Jan-2026 | TKR-024 | 216 | AL Noor Pf | Isa F Phalia to 5km | 400 | Paid | 49,873 | 49,873 | 42,000 |  |  |  |  |  |  |  |  |  |  |  |  | 42,000 |  |  |  |  |  |  |  | "
adjusted,108,"Invalid freight -> 0 used","09-Jan-2026 | P-3495 | 217 | AL Noor Pf | Fayyaz F Gojra | 400 | Paid | 34,051 | 40,931 | 37,000 |  |  |  |  |  |  |  |  |  |  |  |  | 37,000 |  |  |  |  |  |  |  | "
adjusted,109,"Invalid freight -> 0 used","09-Jan-2026 | LWC-2277 | 218 | AL Noor Pf | Badshah Pur Malakwal | 400 | Paid | 34,051 | 34,051 | 40,000 |  |  |  |  |  |  |  |  |  |  |  |  | 40,000 |  |  |  |  |  |  |  | "
adjusted,110,"Invalid freight -> 0 used","09-Jan-2026 | SGI-499 | 219 | Nasyial Pf | Wadi.e.Soon 4 Stop | 200 | To Pay | 39,117 | 38,217 | 40,000 |  |  |  |  |  |  |  |  |  |  |  |  | 40,000 |  |  |  |  |  |  |  | "
adjusted,111,"Invalid freight -> 0 used","09-Jan-2026 | GTH-333 | 220 | Junaid Pf | Junaid F Rakh Baloch Mandi | 400 | Paid | 34,051 | 34,051 | 42,000 |  |  |  |  |  |  |  |  |  |  |  |  | 42,000 |  |  |  |  |  |  |  | "
adjusted,112,"Invalid freight -> 0 used","10-Jan-2026 | P-7145 | 221 | SP Ittefaq Pf | Master F Sat Sira to 5km Marala Rd | 200 | Paid | 18,917 | 18,917 | 44,000 |  |  |  |  |  |  |  |  |  |  |  |  | 44,000 |  |  |  |  |  |  |  | "
adjusted,113,"Invalid freight -> 0 used","10-Jan-2026 | P-7145 | 222 | SP Junaid Pf | Abdul Rehman F Rakh Baloch Mandi | 200 | Paid | 18,917 | 18,917 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,114,"Invalid freight -> 0 used","10-Jan-2026 | LES-7514 | 223 | AL Noor Pf | Hashir F Phalia to 8km | 200 | Paid | 13,376 | 27,707 | 44,000 |  |  |  |  |  |  |  |  |  |  |  |  | 44,000 |  |  |  |  |  |  |  | "
adjusted,115,"Invalid freight -> 0 used","10-Jan-2026 | LES-7514 | 224 | AL Noor Pf | Insaf F Phalia to Tariqabad | 200 | Paid | 19,109 | 27,707 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,116,"Invalid freight -> 0 used","10-Jan-2026 | TAR-587 | 225 | Malik Pf | Wadi Soon | 380 | Paid | 22,873 | 65,351 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,117,"Invalid freight -> 0 used","10-Jan-2026 | JW-1945 | 226 | SP Mubashar Pf | Roshan F Chak 15 Ajnala | 400 | Paid | 36,976 | 36,976 | 26,000 |  |  |  |  |  |  |  |  |  |  |  |  | 26,000 |  |  |  |  |  |  |  | "
adjusted,118,"Invalid freight -> 0 used","12-Jan-2026 | LEI-5149 | 227 | CH Imran Pf | Soni F Chak 80 LHR Rd | 400 | Paid | 36,115 | 27,517 | 23,000 |  |  |  |  |  |  |  |  |  |  |  |  | 23,000 |  |  |  |  |  |  |  | "
adjusted,119,"Invalid freight -> 0 used","12-Jan-2026 | NAG-422 | 228 | Awan Pf | Sibghatullah Kalar Kahar | 380 | Paid | 62,083 | 62,083 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,120,"Invalid freight -> 0 used","12-Jan-2026 | C-3667 | 229 | Malik Ziaullah Pf | Bajwa F Chak 59 Nr 46 Adda | 400 | Paid | 27,517 | 24,077 | 23,000 |  |  |  |  |  |  |  |  |  |  |  |  | 23,000 |  |  |  |  |  |  |  | "
adjusted,121,"Invalid freight -> 0 used","12-Jan-2026 | TKH-235 | 230 | SP Mubashar Pf | Roshan F Chak 15 Ajnala | 400 | Paid | 36,976 | 28,204 | 27,000 |  |  |  |  |  |  |  |  |  |  |  |  | 27,000 |  |  |  |  |  |  |  | "
adjusted,122,"Invalid freight -> 0 used","12-Jan-2026 | TKS-903 | 231 | SP Mubashar Pf | Shaheer F Dhreema | 400 | Paid | 27,517 | 24,077 | 30,000 |  |  |  |  |  |  |  |  |  |  |  |  | 30,000 |  |  |  |  |  |  |  | "
adjusted,123,"Invalid freight -> 0 used","12-Jan-2026 | LEI-968 | 232 | AL Noor Pf | AL Madina F Kuthyala Sheikhan | 400 | Paid | 49,873 | 49,873 | 41,000 |  |  |  |  |  |  |  |  |  |  |  |  | 41,000 |  |  |  |  |  |  |  | "
adjusted,124,"Invalid freight -> 0 used","12-Jan-2026 | C-1465 | 233 | Awan Pf | Sibghatullah Kalar Kahar | 380 | Paid | 62,083 | 62,083 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,125,"Invalid freight -> 0 used","12-Jan-2026 | P-7407 | 234 | Awan Pf | Alwi F Sodhi Jallay Wali Wadi Soon | 300 | Paid | 20,064 | 57,325 | 50,000 |  |  |  |  |  |  |  |  |  |  |  |  | 50,000 |  |  |  |  |  |  |  | "
adjusted,126,"Invalid freight -> 0 used","12-Jan-2026 | LES-7550 | 235 | Ayyan Pf | Talib F Chak 91 nr 85 Jhal | 400 | Paid | 30,956 | 30,956 | 27,000 |  |  |  |  |  |  |  |  |  |  |  |  | 27,000 |  |  |  |  |  |  |  | "
adjusted,127,"Invalid freight -> 0 used","12-Jan-2026 | K-1537 | 236 | Awan Pf | Sultan Sher Yar Kalar Kahar | 300 | Paid | 54,459 | 54,459 | 50,000 |  |  |  |  |  |  |  |  |  |  |  |  | 50,000 |  |  |  |  |  |  |  | "
adjusted,128,"Invalid freight -> 0 used","12-Jan-2026 | K-1422 | 237 | AL Qayyum Pf | Kot Moazzamabad | 200 | Paid | 13,376 | 19,586 | 20,000 |  |  |  |  |  |  |  |  |  |  |  |  | 20,000 |  |  |  |  |  |  |  | "
adjusted,129,"Invalid freight -> 0 used","12-Jan-2026 | P-3501 | 239 | AL Noor Pf | Cattle F Phalia to 4KM | 400 | Paid | 49,873 | 49,873 | 42,000 |  |  |  |  |  |  |  |  |  |  |  |  | 42,000 |  |  |  |  |  |  |  | "
adjusted,130,"Invalid freight -> 0 used","12-Jan-2026 | SGI-499 | 241 | Nasyial Pf | Wadi.e.Soon 4 Stop | 200 | To Pay | 39,117 | 38,217 | 40,000 |  |  |  |  |  |  |  |  |  |  |  |  | 40,000 |  |  |  |  |  |  |  | "
adjusted,131,"Invalid freight -> 0 used","12-Jan-2026 | JU-2588 | 242 | AL Noor Pf | Zahid F Kuthyala Sheikhan | 400 | Paid | 49,873 | 49,864 | 41,000 |  |  |  |  |  |  |  |  |  |  |  |  | 41,000 |  |  |  |  |  |  |  | "
adjusted,132,"Invalid freight -> 0 used","12-Jan-2026 | TKQ-651 | 244 | AL Noor Pf | Javed F Bikhi Shareef | 400 | Paid | 34,051 | 34,051 | 41,000 |  |  |  |  |  |  |  |  |  |  |  |  | 41,000 |  |  |  |  |  |  |  | "
adjusted,133,"Invalid freight -> 0 used","13-Jan-2026 | LWC-2277 | 250 | AL Noor Pf | Fayyaz F Gojra | 400 | Paid | 34,051 | 40,930 | 36,000 |  |  |  |  |  |  |  |  |  |  |  |  | 36,000 |  |  |  |  |  |  |  | "
adjusted,134,"Invalid freight -> 0 used","13-Jan-2026 | TKR-024 | 1 | Junaid Pf | Junaid F Rakh Baloch Mandi | 200 | Paid | 18,917 | 18,917 | 22,000 |  |  |  |  |  |  |  |  |  |  |  |  | 22,000 |  |  |  |  |  |  |  | "
adjusted,135,"Invalid freight -> 0 used","13-Jan-2026 | P-3495 | 246 | R CO Layer | 75 Lokri Nr 33 Phatak | 400 | Paid | 36,396 | 24,077 | 25,000 |  |  |  |  |  |  |  |  |  |  |  |  | 25,000 |  |  |  |  |  |  |  | "
adjusted,136,"Invalid freight -> 0 used","13-Jan-2026 | TAH-516 | 245 | CH Imran Pf | Chak 88 LHR Rd | 400 | Paid | 24,077 | 24,077 | 25,000 |  |  |  |  |  |  |  |  |  |  |  |  | 25,000 |  |  |  |  |  |  |  | "
adjusted,137,"Invalid freight -> 0 used","13-Jan-2026 | E-6170 | 247 | Saproot Chiks | Rata Shareef Kalar Kahar | 380 | Paid | 62,083 | 62,083 | 55,000 |  |  |  |  |  |  |  |  |  |  |  |  | 55,000 |  |  |  |  |  |  |  | "
adjusted,138,"Invalid freight -> 0 used","13-Jan-2026 | TAB-782 | 249 | SP Mubashar Pf | Chak 21 Risala 35 Ajnala | 200 | Paid | 15,669 | 15,669 | 21,000 |  |  |  |  |  |  |  |  |  |  |  |  | 21,000 |  |  |  |  |  |  |  | "
adjusted,139,"Invalid freight -> 0 used","13-Jan-2026 | TKR-024 | 2 | SP Imran Pf | Inayat F Shah Taj Sugar Mills | 200 | Paid | 18,917 | 18,917 | 22,000 |  |  |  |  |  |  |  |  |  |  |  |  | 22,000 |  |  |  |  |  |  |  | "
adjusted,140,"Invalid freight -> 0 used","13-Jan-2026 | TAE-888 | 3 | SP Ittefaq Pf | Dost M Gondal Sat Sira to 5km | 400 | Paid | 34,051 | 34,051 | 43,000 |  |  |  |  |  |  |  |  |  |  |  |  | 43,000 |  |  |  |  |  |  |  | "
adjusted,141,"Invalid freight -> 0 used","13-Jan-2026 | P-5794 | 4 | Awan Pf | Sultan Sher Yar Kalar Kahar | 300 | Paid | 54,459 | 57,325 | 51,000 |  |  |  |  |  |  |  |  |  |  |  |  | 51,000 |  |  |  |  |  |  |  | "
adjusted,142,"Invalid freight -> 0 used","14-Jan-2026 | JW-1945 | 5 | AL Noor Pf | Qammar F Chak 34 Gojra | 400 | Paid | 40,930 | 40,930 | 37,000 |  |  |  |  |  |  |  |  |  |  |  |  | 37,000 |  |  |  |  |  |  |  | "
adjusted,143,"Invalid freight -> 0 used","14-Jan-2026 | LXK-8121 | 6 | AL Noor Pf | Aslam F Phalia to Mandi Rd Mangat | 200 | Paid | 18,917 | 18,917 | 45,000 |  |  |  |  |  |  |  |  |  |  |  |  | 45,000 |  |  |  |  |  |  |  | "
adjusted,144,"Invalid freight -> 0 used","14-Jan-2026 | LXK-8121 | 7 | Sher Muhammad Pf | Pakistan F Mangat | 200 | Paid | 18,917 | 18,917 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,145,"Invalid freight -> 0 used","14-Jan-2026 | LES-2233 | 8 | Sultan Pf | Akram Kot Momin Salam rd Chak 8 | 400 | Paid | 35,255 | 35,255 | 29,000 |  |  |  |  |  |  |  |  |  |  |  |  | 29,000 |  |  |  |  |  |  |  | "
adjusted,146,"Invalid freight -> 0 used","14-Jan-2026 | TUE-797 | 9 | Awan Pf | Sibghatullah Kalar Kahar | 380 | Paid | 62,083 | 62,083 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,147,"Invalid freight -> 0 used","14-Jan-2026 | TAA-715 | 10 | Alpa Eggs | Dhoori | 400 | Paid | 40,930 | 40,930 | 32,000 |  |  |  |  |  |  |  |  |  |  |  |  | 32,000 |  |  |  |  |  |  |  | "
adjusted,148,"Invalid freight -> 0 used","14-Jan-2026 | C-3667 | 11 | Saqib Khan PF | 10 Wan Meal LHR rd | 200 | Paid | 15,287 | 15,287 | 26,000 |  |  |  |  |  |  |  |  |  |  |  |  | 26,000 |  |  |  |  |  |  |  | "
adjusted,149,"Invalid freight -> 0 used","14-Jan-2026 | C-3667 | 12 | Saqib Khan PF | Chak 93 LHR Rd | 200 | Paid | 15,287 | 13,376 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,150,"Invalid freight -> 0 used","14-Jan-2026 | LEI-5149 | 13 | Sohail Alpa | Unit 4 Chak 87 LHR Rd | 400 | Paid | 24,077 | 24,077 | 23,000 |  |  |  |  |  |  |  |  |  |  |  |  | 23,000 |  |  |  |  |  |  |  | "
adjusted,151,"Invalid freight -> 0 used","14-Jan-2026 | FDE-2328 | 14 | SP Mubashar Pf | Roshan F Chak 13 Ajnala | 200 | Paid | 20,542 | 15,669 | 20,000 |  |  |  |  |  |  |  |  |  |  |  |  | 20,000 |  |  |  |  |  |  |  | "
adjusted,152,"Invalid freight -> 0 used","14-Jan-2026 | Z-6156 | 15 | Alpa Eggs | Dhoori | 400 | Paid | 40,930 | 40,930 | 32,000 |  |  |  |  |  |  |  |  |  |  |  |  | 32,000 |  |  |  |  |  |  |  | "
adjusted,153,"Invalid freight -> 0 used","14-Jan-2026 | E-2563 | 16 | SP Mubashar Pf | Shahdara Adda Farooqa Sahiwal rd Kotmomin | 400 | Paid | 36,115 | 36,115 | 30,000 |  |  |  |  |  |  |  |  |  |  |  |  | 30,000 |  |  |  |  |  |  |  | "
adjusted,154,"Invalid freight -> 0 used","14-Jan-2026 | Z-1510 | 17 | Awan Pf | Sibghatullah Kalar Kahar | 380 | Paid | 62,083 | 62,083 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,155,"Invalid freight -> 0 used","15-Jan-2026 | E-3399 | 18 | Junaid Pf | Junaid F Rakh Baloch Mandi | 400 | Paid | 34,051 | 34,051 | 52,000 |  |  |  |  |  |  |  |  |  |  |  |  | 52,000 |  |  |  |  |  |  |  | "
adjusted,156,"Invalid freight -> 0 used","15-Jan-2026 | E-3399 | 19 | Junaid Pf | Junaid F Rakh Baloch Mandi | 100 | Paid | 9,458 | 9,458 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,157,"Invalid freight -> 0 used","15-Jan-2026 | LEI-7408 | 20 | Chaudary Sher Muhammad | Rakh Baloch Mandi | 400 | Paid | 34,051 | 34,051 | 52,000 |  |  |  |  |  |  |  |  |  |  |  |  | 52,000 |  |  |  |  |  |  |  | "
adjusted,158,"Invalid freight -> 0 used","15-Jan-2026 | LEI-7408 | 21 | Junaid Pf | Junaid F Rakh Baloch Mandi | 100 | Paid |  | 9,458 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,158,"Invalid tender -> 0 used","15-Jan-2026 | LEI-7408 | 21 | Junaid Pf | Junaid F Rakh Baloch Mandi | 100 | Paid |  | 9,458 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,159,"Invalid freight -> 0 used","15-Jan-2026 | P-7145 | 23 | AL Noor Pf | Gondal F Kuthyala Sheikhan | 400 | Paid | 49,873 | 49,873 | 40,000 |  |  |  |  |  |  |  |  |  |  |  |  | 40,000 |  |  |  |  |  |  |  | "
adjusted,160,"Invalid freight -> 0 used","15-Jan-2026 | TKR-217 | 24 | SP Ittefaq Pf | Amanullah F Chak 34 Gojra | 400 | Paid | 40,930 | 40,930 | 37,000 |  |  |  |  |  |  |  |  |  |  |  |  | 37,000 |  |  |  |  |  |  |  | "
adjusted,161,"Invalid freight -> 0 used","15-Jan-2026 | TKS-903 | 25 | AR Foods | Ali Pur Noon Bhalwa | 400 | Paid | 24,077 | 28,377 | 30,000 |  |  |  |  |  |  |  |  |  |  |  |  | 30,000 |  |  |  |  |  |  |  | "
adjusted,162,"Invalid freight -> 0 used","15-Jan-2026 | LRC-5655 | 26 | Aalam Pf | Sakesar rd 6km Quaidabad | 400 | Paid | 42,995 | 42,995 | 36,000 |  |  |  |  |  |  |  |  |  |  |  |  | 36,000 |  |  |  |  |  |  |  | "
adjusted,163,"Invalid freight -> 0 used","15-Jan-2026 | LES-7550 | 27 | AL Makkah Pf | Phullarwan Salam Interchange | 200 | Paid | 22,739 | 22,739 | 34,000 |  |  |  |  |  |  |  |  |  |  |  |  | 34,000 |  |  |  |  |  |  |  | "
adjusted,164,"Invalid freight -> 0 used","15-Jan-2026 | LES-7550 | 28 | AL Makkah Pf | Ahmad F Salam Interchange | 200 | Paid | 22,739 | 22,739 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,165,"Invalid freight -> 0 used","15-Jan-2026 | TKJ-679 | 29 | AL Noor Pf | Javed F Bikhi Shareef | 400 | Paid | 34,051 | 34,051 | 41,000 |  |  |  |  |  |  |  |  |  |  |  |  | 41,000 |  |  |  |  |  |  |  | "
adjusted,166,"Invalid freight -> 0 used","15-Jan-2026 | TAH-516 | 30 | Sohail Alpa | Gulla Pur Kot Momin | 400 | Paid | 35,255 | 35,255 | 28,000 |  |  |  |  |  |  |  |  |  |  |  |  | 28,000 |  |  |  |  |  |  |  | "
adjusted,167,"Invalid freight -> 0 used","15-Jan-2026 | C-1465 | 32 | Awan Pf | Sibghatullah Kalar Kahar | 380 | Paid | 62,083 | 62,083 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,168,"Invalid freight -> 0 used","15-Jan-2026 | FDU-7480 | 34 | AL Noor Pf | Bosal Bar Musa Head Faqiryan | 400 | Paid | 28,892 | 40,930 | 36,000 |  |  |  |  |  |  |  |  |  |  |  |  | 36,000 |  |  |  |  |  |  |  | "
adjusted,169,"Invalid freight -> 0 used","15-Jan-2026 | EA-3096 | 35 | SP Mubashar Pf | Shaheer F Dhreema | 400 | Paid | 27,517 | 24,077 | 29,000 |  |  |  |  |  |  |  |  |  |  |  |  | 29,000 |  |  |  |  |  |  |  | "
adjusted,170,"Invalid freight -> 0 used","15-Jan-2026 | JMB-1493 | 36 | Nasyial Pf | Wadi.e.Soon 4 Stop | 200 | To Pay | 39,117 | 38,217 | 40,000 |  |  |  |  |  |  |  |  |  |  |  |  | 40,000 |  |  |  |  |  |  |  | "
adjusted,171,"Invalid freight -> 0 used","15-Jan-2026 | JMB-1493 | 37 | SP Chaudary Mananwala | ALLAH Hoo F Chak 71 Choki Bhagat | 200 | Paid | 15,287 | 19,109 | 14,500 |  |  |  |  |  |  |  |  |  |  |  |  | 14,500 |  |  |  |  |  |  |  | "
adjusted,172,"Invalid freight -> 0 used","15-Jan-2026 | TKX-559 | 38 | Alpa Eggs | Dhoori | 400 | Paid | 40,930 | 40,930 | 31,000 |  |  |  |  |  |  |  |  |  |  |  |  | 31,000 |  |  |  |  |  |  |  | "
adjusted,173,"Invalid freight -> 0 used","15-Jan-2026 | LZB-8688 | 39 | Alpa Eggs | Dhoori | 400 | Paid | 40,930 | 40,930 | 31,000 |  |  |  |  |  |  |  |  |  |  |  |  | 31,000 |  |  |  |  |  |  |  | "
adjusted,174,"Invalid freight -> 0 used","15-Jan-2026 | Z-8078 | 40 | Awan Pf | Moaz Abdullah F Wasnal Kalar Kahar | 380 | Paid | 62,083 | 62,083 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,175,"Invalid freight -> 0 used","16-Jan-2026 | TKR-184 | 41 | SP Mubashar Pf | Chak 84 Nr 92 Mor | 200 | Paid | 20,064 | 20,064 | 35,000 |  |  |  |  |  |  |  |  |  |  |  |  | 35,000 |  |  |  |  |  |  |  | "
adjusted,176,"Invalid freight -> 0 used","16-Jan-2026 | TKR-184 | 42 | SP Mubashar Pf | Chota Sahiwal rd 10km | 200 | Paid | 20,064 | 20,064 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,177,"Invalid freight -> 0 used","16-Jan-2026 | NAG-422 | 44 | Awan Pf | Sibghatullah Kalar Kahar | 380 | Paid | 62,083 | 62,083 | 60,000 |  |  |  |  |  |  |  |  |  |  |  |  | 60,000 |  |  |  |  |  |  |  | "
adjusted,178,"Invalid freight -> 0 used","16-Jan-2026 | LWC-2277 | 45 | Sohail Alpa | AL Rehman F Chak 9 Bhalwal | 400 | Paid | 36,976 | 36,979 | 30,000 |  |  |  |  |  |  |  |  |  |  |  |  | 30,000 |  |  |  |  |  |  |  | "
adjusted,179,"Invalid freight -> 0 used","16-Jan-2026 | LEI-968 | 46 | AL Noor Pf | Aftab Aziz Kuthyala Sheikhan | 200 | Paid | 27,707 | 27,707 | 45,000 |  |  |  |  |  |  |  |  |  |  |  |  | 45,000 |  |  |  |  |  |  |  | "
adjusted,180,"Invalid freight -> 0 used","16-Jan-2026 | LEI-968 | 47 | SP Junaid Pf | Junaid F Wasu Rd Chak Basawa | 200 | Paid | 18,917 | 18,917 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,181,"Invalid freight -> 0 used","16-Jan-2026 | TAL-697 | 401 | Awan Pf | Sultan Sher Yar Kalar Kahar | 300 | Paid | 54,459 | 54,459 | 50,000 |  |  |  |  |  |  |  |  |  |  |  |  | 50,000 |  |  |  |  |  |  |  | "
adjusted,182,"Invalid freight -> 0 used","16-Jan-2026 | K-1573 | 402 | Saproot Chiks | Rata Shareef Kalar Kahar | 380 | Paid | 62,083 | 62,083 | 55,000 |  |  |  |  |  |  |  |  |  |  |  |  | 55,000 |  |  |  |  |  |  |  | "
adjusted,183,"Invalid freight -> 0 used","16-Jan-2026 | P-3495 | 403 | Sohail Alpa | Rao F Chak 71 Choki Bhagat | 400 | Paid | 27,517 | 34,389 | 24,000 |  |  |  |  |  |  |  |  |  |  |  |  | 24,000 |  |  |  |  |  |  |  | "
adjusted,184,"Invalid freight -> 0 used","16-Jan-2026 | AJKF-2599 | 404 | Sultan Pf | Akram Kot Momin Salam rd Chak 8 | 200 | Paid | 19,586 | 19,586 | 20,000 |  |  |  |  |  |  |  |  |  |  |  |  | 20,000 |  |  |  |  |  |  |  | "
adjusted,185,"Invalid freight -> 0 used","16-Jan-2026 | K-2433 | 407 | Nasyial Pf | Ahmad Nawaz Katora + Saleem Serki | 200 | To Pay | 39,117 | 38,217 | 39,000 |  |  |  |  |  |  |  |  |  |  |  |  | 39,000 |  |  |  |  |  |  |  | "
adjusted,186,"Invalid freight -> 0 used","16-Jan-2026 | K-2433 | 408 | SP Mubashar Pf | Ali F Jhawarian to 5km | 200 | Paid | 13,376 | 13,376 | 17,500 |  |  |  |  |  |  |  |  |  |  |  |  | 17,500 |  |  |  |  |  |  |  | "
adjusted,187,"Invalid freight -> 0 used","17-Jan-2026 | TKT-033 | 410 | AL Noor Pf | Musa F Phalia | 400 | Paid | 49,873 | 49,873 | 41,000 |  |  |  |  |  |  |  |  |  |  |  |  | 41,000 |  |  |  |  |  |  |  | "
adjusted,188,"Invalid freight -> 0 used","17-Jan-2026 | P-3501 | 411 | SP Junaid Pf | Inayat F Shah Taj Sugar Mills | 400 | Paid | 34,051 | 34,051 | 41,000 |  |  |  |  |  |  |  |  |  |  |  |  | 41,000 |  |  |  |  |  |  |  | "
adjusted,189,"Invalid freight -> 0 used","17-Jan-2026 | JW-1945 | 413 | SP Mubashar Pf | Lakseen Pull Sial to 12km | 200 | Paid | 13,376 | 17,198 | 29,000 |  |  |  |  |  |  |  |  |  |  |  |  | 29,000 |  |  |  |  |  |  |  | "
adjusted,190,"Invalid freight -> 0 used","17-Jan-2026 | JW-1945 | 414 | SP Mubashar Pf | Jallah Makhdoom Lakseen Pull | 200 | Paid | 17,198 | 17,198 | - |  |  |  |  |  |  |  |  |  |  |  |  | - |  |  |  |  |  |  |  | "
adjusted,191,"Invalid freight -> 0 used","17-Jan-2026 | C-3667 | 415 | Sohail Alpa | Unit 4 Chak 87 LHR Rd | 200 | Paid | 13,376 | 13,376 | 18,000 |  |  |  |  |  |  |  |  |  |  |  |  | 18,000 |  |  |  |  |  |  |  | "
adjusted,192,"Invalid freight -> 0 used","17-Jan-2026 | TKR-217 | 418 | Junaid Pf | Junaid F Rakh Baloch Mandi | 400 | To Pay | 34,051 | 34,051 | 42,000 |  |  |  |  |  |  |  |  |  |  |  |  | 42,000 |  |  |  |  |  |  |  | "
adjusted,193,"Invalid freight -> 0 used","17-Jan-2026 | P-7145 | 419 | AL Noor Pf | Fayyaz F Gojra | 400 | Paid | 34,051 | 40,930 | 37,000 |  |  |  |  |  |  |  |  |  |  |  |  | 37,000 |  |  |  |  |  |  |  | "
